REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
EASTERN,FANTEAKWA,2014,CASSAVA,17929.00,25.00,448225.00
EASTERN,AFRAM PLAINS,2014,CASSAVA,19248.00,24.50,471576.00
EASTERN,ASUOGYAMAN,2014,CASSAVA,10960.00,23.90,261944.00
EASTERN,LOWER MANYA KROBO,2014,CASSAVA,4235.00,21.20,89782.00
EASTERN,UPPER MANYA KROBO,2014,CASSAVA,6755.00,21.20,143206.00
EASTERN,BIRIM SOUTH,2014,YAM,343.00,17.00,5831.00
EASTERN,BIRIM CENTRAL,2014,YAM,463.00,17.00,7871.00
EASTERN,WEST AKIM,2014,YAM,1218.00,18.10,22045.80
EASTERN,SUHUM KRABOA COALTAR,2014,YAM,213.00,17.00,3621.00
EASTERN,AKUAPIM SOUTH,2014,YAM,194.00,16.20,3142.80
EASTERN,AKUAPIM NORTH,2014,YAM,124.00,15.30,1897.20
EASTERN,NEW JUABEN,2014,YAM,100.00,16.10,1610.00
EASTERN,YILO KROBO,2014,YAM,1420.00,17.00,24140.00
EASTERN,EAST AKIM,2014,YAM,455.00,15.00,6825.00
EASTERN,ATIWA,2014,YAM,460.00,15.00,6900.00
EASTERN,KWAEBIBIREM,2014,YAM,261.00,15.10,3941.10
EASTERN,BIRIM NORTH,2014,YAM,674.00,14.90,10042.60
EASTERN,AKYEMANSA,2014,YAM,965.00,15.10,14571.50
EASTERN,KWAHU WEST,2014,YAM,1219.00,14.90,18163.10
EASTERN,KWAHU SOUTH,2014,YAM,541.00,18.20,9846.20
EASTERN,KWAHU EAST,2014,YAM,577.00,18.20,10501.40
EASTERN,FANTEAKWA,2014,YAM,2426.00,17.00,41242.00
EASTERN,AFRAM PLAINS,2014,YAM,25776.00,22.50,579960.00
EASTERN,ASUOGYAMAN,2014,YAM,1435.00,17.60,25256.00
EASTERN,LOWER MANYA KROBO,2014,YAM,548.00,18.20,9973.60
EASTERN,UPPER MANYA KROBO,2014,YAM,850.00,18.60,15810.00
UPPER EAST,BUILSA,2014,MAIZE,4265.00,1.40,5971.00
UPPER EAST,KASSENA NANKANA EAST ,2014,MAIZE,2329.00,1.10,2561.90
UPPER EAST,KASSENA NANKANA WEST,2014,MAIZE,1552.00,1.11,1722.72
UPPER EAST,BOLGATANGA MUNICIPAL,2014,MAIZE,2081.00,1.60,3329.60
UPPER EAST,BAWKU MUNICIPAL,2014,MAIZE,12635.00,1.36,17183.60
UPPER EAST,BAWKU WEST,2014,MAIZE,7043.00,1.40,9860.20
UPPER EAST,BONGO,2014,MAIZE,830.00,1.34,1112.20
UPPER EAST,GARU TEMPANE,2014,MAIZE,10200.00,1.40,14280.00
UPPER EAST,TALENSI NABDAM,2014,MAIZE,2564.00,1.50,3846.00
UPPER EAST,BUILSA,2014,RICE,9494.44,2.06,19530.55
UPPER EAST,KASSENA NANKANA EAST ,2014,RICE,4457.09,3.09,13752.69
UPPER EAST,KASSENA NANKANA WEST,2014,RICE,2461.91,2.68,6608.88
UPPER EAST,BOLGATANGA MUNICIPAL,2014,RICE,2899.21,2.41,6977.67
UPPER EAST,BAWKU MUNICIPAL,2014,RICE,5448.37,3.51,19108.92
UPPER EAST,BAWKU WEST,2014,RICE,6933.72,2.78,19255.06
UPPER EAST,BONGO,2014,RICE,3153.60,2.74,8627.87
UPPER EAST,GARU TEMPANE,2014,RICE,4795.57,2.27,10900.54
UPPER EAST,TALENSI NABDAM,2014,RICE,2144.45,2.16,4631.80
UPPER EAST,BUILSA,2014,SOYABEAN,295.00,0.50,147.50
UPPER EAST,KASSENA NANKANA EAST ,2014,SOYABEAN,450.00,0.93,418.50
UPPER EAST,KASSENA NANKANA WEST,2014,SOYABEAN,312.00,0.90,280.80
UPPER EAST,BOLGATANGA MUNICIPAL,2014,SOYABEAN,308.00,0.34,104.72
UPPER EAST,BAWKU MUNICIPAL,2014,SOYABEAN,6560.00,1.23,8068.80
UPPER EAST,BAWKU WEST,2014,SOYABEAN,4200.00,1.11,4662.00
UPPER EAST,BONGO,2014,SOYABEAN,300.00,0.69,207.00
UPPER EAST,GARU TEMPANE,2014,SOYABEAN,1650.00,0.64,1056.00
UPPER EAST,TALENSI NABDAM,2014,SOYABEAN,1792.00,1.00,1792.00
UPPER WEST,WA WEST,2014,MAIZE,5260.00,1.00,5260.00
UPPER WEST,WA EAST,2014,MAIZE,8540.00,1.10,9394.00
UPPER WEST,WA MUNICIPAL,2014,MAIZE,6540.00,1.42,9286.80
UPPER WEST,LAWRA,2014,MAIZE,3200.00,1.16,3712.00
UPPER WEST,SISSALA EAST,2014,MAIZE,10250.00,2.96,30340.00
UPPER WEST,SISSALA WEST,2014,MAIZE,9330.00,2.52,23511.60
UPPER WEST,JIRAPA,2014,MAIZE,4120.00,1.70,7004.00
UPPER WEST,LAMBUSSIE-KARNI,2014,MAIZE,2350.00,0.80,1880.00
UPPER WEST,NADOWLI,2014,MAIZE,11250.00,1.24,13950.00
UPPER WEST,WA WEST,2014,RICE,1660.90,1.75,2904.07
UPPER WEST,WA EAST,2014,RICE,914.54,1.58,1448.57
UPPER WEST,WA MUNICIPAL,2014,RICE,562.39,1.36,763.53
UPPER WEST,LAWRA,2014,RICE,220.75,1.22,270.19
UPPER WEST,SISSALA EAST,2014,RICE,194.47,2.57,500.05
UPPER WEST,SISSALA WEST,2014,RICE,504.58,1.18,596.81
UPPER WEST,JIRAPA,2014,RICE,714.82,1.04,742.56
UPPER WEST,LAMBUSSIE-KARNI,2014,RICE,483.55,0.86,417.77
UPPER WEST,NADOWLI,2014,RICE,331.13,1.10,364.41
UPPER WEST,WA WEST,2014,YAM,6530.00,13.30,86849.00
UPPER WEST,WA EAST,2014,YAM,5920.00,19.50,115440.00
UPPER WEST,WA MUNICIPAL,2014,YAM,5640.00,24.75,139590.00
UPPER WEST,SISSALA EAST,2014,YAM,3550.00,14.20,50410.00
UPPER WEST,SISSALA WEST,2014,YAM,2680.00,17.35,46498.00
UPPER WEST,JIRAPA,2014,YAM,870.00,16.38,14250.60
UPPER WEST,LAMBUSSIE-KARNI,2014,YAM,530.00,10.25,5432.50
UPPER WEST,NADOWLI,2014,YAM,5620.00,22.25,125045.00
UPPER WEST,WA WEST,2014,SOYABEAN,3650.00,1.49,5438.50
UPPER WEST,WA EAST,2014,SOYABEAN,3450.00,1.25,4312.50
UPPER WEST,WA MUNICIPAL,2014,SOYABEAN,3260.00,1.30,4238.00
UPPER WEST,LAWRA,2014,SOYABEAN,290.00,0.95,275.50
UPPER WEST,SISSALA EAST,2014,SOYABEAN,1230.00,1.68,2066.40
UPPER WEST,SISSALA WEST,2014,SOYABEAN,240.00,1.53,367.20
UPPER WEST,JIRAPA,2014,SOYABEAN,240.00,0.65,156.00
UPPER WEST,LAMBUSSIE-KARNI,2014,SOYABEAN,190.00,0.55,104.50
UPPER WEST,NADOWLI,2014,SOYABEAN,950.00,1.24,1178.00
VOLTA,NORTH TONGU,2014,MAIZE,2402.00,1.53,3675.06
VOLTA,SOUTH TONGU (SOGAKOPE),2014,MAIZE,2002.00,1.50,3003.00
VOLTA,AKATSI,2014,MAIZE,2976.00,1.95,5803.20
VOLTA,KETA MUNICIPAL,2014,MAIZE,1040.00,1.03,1071.20
VOLTA,KETU NORTH,2014,MAIZE,2521.00,2.20,5546.20
VOLTA,KETU SOUTH,2014,MAIZE,1480.00,1.44,2131.20
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2014,MAIZE,3194.00,1.60,5110.40
VOLTA,SOUTH DAYI,2014,MAIZE,2294.00,1.81,4152.14
VOLTA,HOHOE MUNICIPAL,2014,MAIZE,8804.00,2.40,21129.60
VOLTA,JASIKAN,2014,MAIZE,2650.00,2.40,6360.00
VOLTA,BIAKOYE,2014,MAIZE,2548.00,2.40,6115.20
VOLTA,KADJEBI,2014,MAIZE,3780.00,2.40,9072.00
VOLTA,NKWANTA NORTH,2014,MAIZE,3600.00,1.30,4680.00
VOLTA,NKWANTA SOUTH,2014,MAIZE,3618.00,1.40,5065.20
VOLTA,KRACHI WEST,2014,MAIZE,2810.00,1.41,3962.10
VOLTA,KRACHI EAST,2014,MAIZE,1953.30,1.50,2929.95
VOLTA,HO MUNICIPAL,2014,MAIZE,3162.00,1.60,5059.20
VOLTA,ADAKLU ANYIGBE,2014,MAIZE,2618.00,1.91,5000.38
VOLTA,NORTH TONGU,2014,RICE,1617.80,3.01,4875.36
VOLTA,SOUTH TONGU (SOGAKOPE),2014,RICE,2007.79,4.29,8611.32
VOLTA,KETU NORTH,2014,RICE,6704.55,6.10,40892.12
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2014,RICE,819.94,3.50,2867.31
VOLTA,SOUTH DAYI,2014,RICE,622.31,2.28,1420.94
VOLTA,HOHOE MUNICIPAL,2014,RICE,9309.43,3.82,35523.19
VOLTA,JASIKAN,2014,RICE,4646.30,6.17,28673.06
VOLTA,BIAKOYE,2014,RICE,3628.74,4.36,15824.76
VOLTA,KADJEBI,2014,RICE,3574.08,4.03,14410.05
VOLTA,NKWANTA NORTH,2014,RICE,2267.44,3.89,8815.41
VOLTA,NKWANTA SOUTH,2014,RICE,2543.90,3.97,10099.58
VOLTA,KRACHI WEST,2014,RICE,1994.13,2.96,5906.91
VOLTA,KRACHI EAST,2014,RICE,1938.41,3.66,7097.60
VOLTA,HO MUNICIPAL,2014,RICE,662.26,3.26,2159.24
VOLTA,ADAKLU ANYIGBE,2014,RICE,536.11,3.31,1775.52
VOLTA,NORTH TONGU,2014,CASSAVA,2780.00,15.75,43785.00
VOLTA,SOUTH TONGU (SOGAKOPE),2014,CASSAVA,2460.00,13.30,32718.00
VOLTA,AKATSI,2014,CASSAVA,3010.00,15.00,45150.00
VOLTA,KETA MUNICIPAL,2014,CASSAVA,1410.00,9.10,12831.00
VOLTA,KETU NORTH,2014,CASSAVA,8130.00,15.00,121950.00
VOLTA,KETU SOUTH,2014,CASSAVA,2600.00,13.90,36140.00
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2014,CASSAVA,2150.00,14.20,30530.00
VOLTA,SOUTH DAYI,2014,CASSAVA,1553.00,15.30,23760.90
VOLTA,HOHOE MUNICIPAL,2014,CASSAVA,9900.00,13.40,132660.00
VOLTA,JASIKAN,2014,CASSAVA,8460.00,16.90,142974.00
VOLTA,BIAKOYE,2014,CASSAVA,7288.00,16.80,122438.40
VOLTA,KADJEBI,2014,CASSAVA,4700.00,15.70,73790.00
VOLTA,NKWANTA NORTH,2014,CASSAVA,1520.00,18.80,28576.00
VOLTA,NKWANTA SOUTH,2014,CASSAVA,1881.00,18.00,33858.00
VOLTA,KRACHI WEST,2014,CASSAVA,11860.00,17.60,208736.00
VOLTA,KRACHI EAST,2014,CASSAVA,9820.00,16.80,164976.00
VOLTA,HO MUNICIPAL,2014,CASSAVA,4700.00,15.50,72850.00
VOLTA,ADAKLU ANYIGBE,2014,CASSAVA,1450.00,15.80,22910.00
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2014,YAM,1530.00,11.10,16983.00
VOLTA,SOUTH DAYI,2014,YAM,70.00,11.00,770.00
VOLTA,HOHOE MUNICIPAL,2014,YAM,1503.00,8.90,13376.70
VOLTA,JASIKAN,2014,YAM,1124.00,13.50,15174.00
VOLTA,BIAKOYE,2014,YAM,1055.00,12.30,12976.50
VOLTA,KADJEBI,2014,YAM,1290.00,12.70,16383.00
VOLTA,NKWANTA NORTH,2014,YAM,5012.00,19.60,98235.20
VOLTA,NKWANTA SOUTH,2014,YAM,4430.00,17.90,79297.00
VOLTA,KRACHI WEST,2014,YAM,5900.00,16.70,98530.00
VOLTA,KRACHI EAST,2014,YAM,7530.00,17.10,128763.00
VOLTA,HO MUNICIPAL,2014,YAM,892.00,12.90,11506.80
VOLTA,ADAKLU ANYIGBE,2014,YAM,255.00,10.25,2613.75
VOLTA,NKWANTA NORTH,2014,SOYABEAN,310.00,1.20,372.00
VOLTA,NKWANTA SOUTH,2014,SOYABEAN,344.00,1.22,419.68
VOLTA,KRACHI WEST,2014,SOYABEAN,1488.00,1.51,2246.88
VOLTA,KRACHI EAST,2014,SOYABEAN,1243.00,1.43,1777.49
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2014,MAIZE,655.00,1.05,687.75
WESTERN,SHAMA ,2014,MAIZE,390.00,1.05,409.50
WESTERN,AHANTA WEST,2014,MAIZE,1355.00,1.13,1531.15
WESTERN,MPORHOR WASSA EAST,2014,MAIZE,2742.00,1.25,3427.50
WESTERN,TARKWA NSUAEM,2014,MAIZE,1215.00,1.20,1458.00
WESTERN,PRESTEA HUNI-VALLEY,2014,MAIZE,1297.00,1.20,1556.40
WESTERN,NZEMA EAST,2014,MAIZE,1590.00,1.20,1908.00
WESTERN,ELLEMBELE,2014,MAIZE,615.00,1.20,738.00
WESTERN,JOMORO,2014,MAIZE,815.00,1.20,978.00
WESTERN,AMENFI EAST,2014,MAIZE,4487.00,1.20,5384.40
WESTERN,AMENFI  WEST (WASSA AMENFI),2014,MAIZE,4785.00,1.20,5742.00
WESTERN,AOWIN -SUAMAN,2014,MAIZE,8904.00,1.20,10684.80
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2014,MAIZE,4740.00,1.20,5688.00
WESTERN,SEFWI-WIAWSO,2014,MAIZE,5280.00,1.20,6336.00
WESTERN,AKONTOMBRA,2014,MAIZE,3805.00,1.20,4566.00
WESTERN,BIA,2014,MAIZE,6258.00,2.05,12828.90
WESTERN,JUABESO,2014,MAIZE,8832.00,1.28,11260.80
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2014,RICE,60.97,0.93,56.44
WESTERN,SHAMA ,2014,RICE,126.14,1.13,142.72
WESTERN,AHANTA WEST,2014,RICE,110.38, -   , -   
WESTERN,MPORHOR WASSA EAST,2014,RICE,194.47,1.16,225.02
WESTERN,TARKWA NSUAEM,2014,RICE,1030.18,1.13,1165.52
WESTERN,PRESTEA HUNI-VALLEY,2014,RICE,1250.93,1.18,1479.60
WESTERN,NZEMA EAST,2014,RICE,367.92,1.20,442.75
WESTERN,ELLEMBELE,2014,RICE,861.98,1.13,975.23
WESTERN,JOMORO,2014,RICE,1177.34,1.19,1404.68
WESTERN,AMENFI EAST,2014,RICE,1318.20,1.18,1559.18
WESTERN,AMENFI  WEST (WASSA AMENFI),2014,RICE,2179.14,1.13,2465.43
WESTERN,AOWIN -SUAMAN,2014,RICE,2595.41,1.29,3336.81
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2014,RICE,1914.24,1.23,2362.61
WESTERN,SEFWI-WIAWSO,2014,RICE,3376.45,1.34,4514.60
WESTERN,AKONTOMBRA,2014,RICE,1363.41,1.23,1682.76
WESTERN,BIA,2014,RICE,3421.66,1.23,4223.11
WESTERN,JUABESO,2014,RICE,4565.36,1.54,7043.39
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2014,CASSAVA,1750.00,10.01,17517.50
WESTERN,SHAMA ,2014,CASSAVA,1551.00,13.20,20473.20
WESTERN,AHANTA WEST,2014,CASSAVA,4250.00,11.71,49767.50
WESTERN,MPORHOR WASSA EAST,2014,CASSAVA,6880.00,12.47,85793.60
WESTERN,TARKWA NSUAEM,2014,CASSAVA,3955.00,9.31,36821.05
WESTERN,PRESTEA HUNI-VALLEY,2014,CASSAVA,2344.00,12.28,28784.32
WESTERN,NZEMA EAST,2014,CASSAVA,5946.00,11.20,66595.20
WESTERN,ELLEMBELE,2014,CASSAVA,3250.00,10.31,33507.50
WESTERN,JOMORO,2014,CASSAVA,4843.00,11.92,57728.56
WESTERN,AMENFI EAST,2014,CASSAVA,5320.00,10.80,57456.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2014,CASSAVA,4520.00,11.14,50330.20
WESTERN,AOWIN -SUAMAN,2014,CASSAVA,13705.00,10.30,141161.50
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2014,CASSAVA,7511.00,12.70,95389.70
WESTERN,SEFWI-WIAWSO,2014,CASSAVA,5745.00,13.34,76638.30
WESTERN,AKONTOMBRA,2014,CASSAVA,4250.00,9.49,40332.50
WESTERN,BIA,2014,CASSAVA,3024.00,9.19,27790.56
WESTERN,JUABESO,2014,CASSAVA,7320.00,11.79,86266.20
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2014,YAM,30.00,4.77,143.10
WESTERN,SHAMA ,2014,YAM,43.00,3.78,162.54
WESTERN,AHANTA WEST,2014,YAM,25.00,4.64,116.00
WESTERN,MPORHOR WASSA EAST,2014,YAM,260.00,4.21,1094.60
WESTERN,TARKWA NSUAEM,2014,YAM,185.00,5.90,1091.50
WESTERN,PRESTEA HUNI-VALLEY,2014,YAM,112.00,5.87,657.44
WESTERN,NZEMA EAST,2014,YAM,36.00,4.69,168.84
WESTERN,ELLEMBELE,2014,YAM,27.00,3.90,105.30
WESTERN,JOMORO,2014,YAM,20.00,4.79,95.82
WESTERN,AMENFI EAST,2014,YAM,540.00,7.40,3996.00
WESTERN,AMENFI  WEST (WASSA AMENFI),2014,YAM,716.00,5.66,4053.28
WESTERN,AOWIN -SUAMAN,2014,YAM,1050.00,6.47,6788.25
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2014,YAM,2710.00,7.85,21259.95
WESTERN,SEFWI-WIAWSO,2014,YAM,1749.00,8.92,15608.08
WESTERN,AKONTOMBRA,2014,YAM,1344.00,7.50,10080.00
WESTERN,BIA,2014,YAM,1747.00,6.52,11381.71
WESTERN,JUABESO,2014,YAM,1886.00,9.61,18124.46
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2014,COCOYAM,1213.00,7.30,8854.90
ASHANTI,BOSOME FREHO,2014,COCOYAM,1462.00,5.70,8333.40
ASHANTI,AMANSIE CENTRAL,2014,COCOYAM,1391.00,6.30,8763.30
ASHANTI,AMANSIE WEST,2014,COCOYAM,1221.00,7.30,8913.30
ASHANTI,EJURA SEKYEREDUMASE,2014,COCOYAM,30.00,4.40,132.00
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2014,COCOYAM,794.00,5.90,4684.60
ASHANTI,SEKYERE CENTRAL,2014,COCOYAM,1284.00,6.30,8089.20
ASHANTI,SEKYERE EAST,2014,COCOYAM,567.00,6.20,3515.40
ASHANTI,SEKYERE AFRAM PLAINS,2014,COCOYAM,1362.00,5.80,7899.60
ASHANTI,SEKYERE SOUTH,2014,COCOYAM,2187.00,6.20,13559.40
ASHANTI,AFIGYA KWABRE,2014,COCOYAM,2361.00,6.20,14638.20
ASHANTI,AHAFO ANO NORTH,2014,COCOYAM,6338.00,5.80,36760.40
ASHANTI,AHAFO ANO SOUTH,2014,COCOYAM,9418.00,6.40,60275.20
ASHANTI,ATWIMA MPONUA,2014,COCOYAM,6351.00,5.40,34295.40
ASHANTI,ATWIMA NWABIAGYA,2014,COCOYAM,5100.00,4.90,24990.00
ASHANTI,EJUSU JUABEN,2014,COCOYAM,2300.00,5.30,12190.00
ASHANTI,BOSUMTWE,2014,COCOYAM,441.00,5.77,2544.57
ASHANTI,ATWIMA KWANWOMA,2014,COCOYAM,543.00,5.77,3133.11
ASHANTI,KWABRE EAST,2014,COCOYAM,1701.00,7.00,11907.00
ASHANTI,OFFINSO,2014,COCOYAM,861.00,7.00,6027.00
ASHANTI,OFFINSO NORTH,2014,COCOYAM,911.00,4.30,3917.30
ASHANTI,ADANSI NORTH,2014,COCOYAM,1000.00,5.70,5700.00
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2014,COCOYAM,421.00,4.80,2020.80
ASHANTI,ADANSI  SOUTH,2014,COCOYAM,2218.00,6.50,14417.00
ASHANTI,ASANTE AKIM NORTH,2014,COCOYAM,1116.00,6.70,7477.20
ASHANTI,ASANTE AKIM SOUTH,2014,COCOYAM,7891.00,5.20,41033.20
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2014,COCOYAM,7.20,4.50,32.40
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2014,PLANTAIN,3611.00,10.90,39359.90
ASHANTI,BOSOME FREHO,2014,PLANTAIN,4660.00,11.50,53590.00
ASHANTI,AMANSIE CENTRAL,2014,PLANTAIN,4972.00,10.50,52206.00
ASHANTI,AMANSIE WEST,2014,PLANTAIN,3500.00,11.00,38500.00
ASHANTI,EJURA SEKYEREDUMASE,2014,PLANTAIN,910.00,10.50,9555.00
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2014,PLANTAIN,1600.00,11.00,17600.00
ASHANTI,SEKYERE CENTRAL,2014,PLANTAIN,2712.00,12.00,32544.00
ASHANTI,SEKYERE EAST,2014,PLANTAIN,1302.00,12.00,15624.00
ASHANTI,SEKYERE AFRAM PLAINS,2014,PLANTAIN,1500.00,11.90,17850.00
ASHANTI,SEKYERE SOUTH,2014,PLANTAIN,2505.00,11.00,27555.00
ASHANTI,AFIGYA KWABRE,2014,PLANTAIN,2401.00,10.50,25210.50
ASHANTI,AHAFO ANO NORTH,2014,PLANTAIN,7411.00,12.50,92637.50
ASHANTI,AHAFO ANO SOUTH,2014,PLANTAIN,8101.00,12.00,97212.00
ASHANTI,ATWIMA MPONUA,2014,PLANTAIN,8567.00,11.00,94237.00
ASHANTI,ATWIMA NWABIAGYA,2014,PLANTAIN,4747.00,11.00,52217.00
ASHANTI,EJUSU JUABEN,2014,PLANTAIN,3471.00,11.00,38181.00
ASHANTI,BOSUMTWE,2014,PLANTAIN,1901.00,11.00,20911.00
ASHANTI,ATWIMA KWANWOMA,2014,PLANTAIN,1304.00,11.00,14344.00
ASHANTI,KWABRE EAST,2014,PLANTAIN,1601.00,11.00,17611.00
ASHANTI,OFFINSO,2014,PLANTAIN,2401.00,12.00,28812.00
ASHANTI,OFFINSO NORTH,2014,PLANTAIN,4501.00,12.50,56262.50
ASHANTI,ADANSI NORTH,2014,PLANTAIN,4484.00,12.00,53808.00
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2014,PLANTAIN,930.00,11.00,10230.00
ASHANTI,ADANSI  SOUTH,2014,PLANTAIN,3000.00,11.00,33000.00
ASHANTI,ASANTE AKIM NORTH,2014,PLANTAIN,10601.00,12.50,132512.50
ASHANTI,ASANTE AKIM SOUTH,2014,PLANTAIN,7751.00,12.80,99212.80
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2014,PLANTAIN,911.00,11.00,10021.00
ASHANTI,EJURA SEKYEREDUMASE,2014,GROUNDNUT,4779.00,1.70,8124.30
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2014,GROUNDNUT,395.00,1.80,711.00
ASHANTI,SEKYERE CENTRAL,2014,GROUNDNUT,232.00,1.40,324.80
ASHANTI,SEKYERE EAST,2014,GROUNDNUT,78.00,1.30,101.40
ASHANTI,SEKYERE AFRAM PLAINS,2014,GROUNDNUT,77.00,1.30,100.10
ASHANTI,SEKYERE SOUTH,2014,GROUNDNUT,42.00,1.60,67.20
ASHANTI,AFIGYA KWABRE,2014,GROUNDNUT,24.00,1.60,38.40
ASHANTI,OFFINSO NORTH,2014,GROUNDNUT,615.00,1.60,984.00
ASHANTI,EJURA SEKYEREDUMASE,2014,COWPEA,6831.00,0.56,3825.36
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2014,COWPEA,654.00,1.00,654.00
ASHANTI,SEKYERE CENTRAL,2014,COWPEA,427.00,1.00,427.00
ASHANTI,SEKYERE EAST,2014,COWPEA,21.00,1.00,21.00
ASHANTI,SEKYERE AFRAM PLAINS,2014,COWPEA,92.00,1.00,92.00
ASHANTI,SEKYERE SOUTH,2014,COWPEA,52.00, -   , -   
ASHANTI,AFIGYA KWABRE,2014,COWPEA,41.00, -   , -   
ASHANTI,ATWIMA NWABIAGYA,2014,COWPEA,33.00,1.00,33.00
ASHANTI,BOSUMTWE,2014,COWPEA,78.00,0.30,23.40
ASHANTI,OFFINSO,2014,COWPEA,230.00,0.70,161.00
ASHANTI,OFFINSO NORTH,2014,COWPEA,340.00,1.00,340.00
ASHANTI,ASANTE AKIM NORTH,2014,COWPEA,71.00,1.00,71.00
BRONG AHAFO, WENCHI MUNICIPAL ,2014,SORGHUM,113.00,1.28,145.00
BRONG AHAFO,NKORANZA SOUTH,2014,SORGHUM,45.02,1.07,48.00
BRONG AHAFO,NKORANZA NORTH,2014,SORGHUM,53.01,1.08,57.00
BRONG AHAFO,KINTAMPO NORTH,2014,SORGHUM,172.05,1.14,196.00
BRONG AHAFO,ATEBUBU -AMANTIN,2014,SORGHUM,136.00,1.89,257.00
BRONG AHAFO,TAIN,2014,SORGHUM,153.00,1.24,190.00
BRONG AHAFO, SUNYANI MUNICIPAL ,2014,COCOYAM,680.00,4.35,2960.00
BRONG AHAFO,SUNYANI WEST,2014,COCOYAM,1013.00,4.31,4365.00
BRONG AHAFO,ASUTIFI,2014,COCOYAM,14354.00,7.68,110300.00
BRONG AHAFO,DORMAA MUNICIPAL,2014,COCOYAM,3070.00,6.01,18450.00
BRONG AHAFO,DORMAA EAST,2014,COCOYAM,1594.00,4.10,6532.00
BRONG AHAFO,BEREKUM,2014,COCOYAM,4692.00,7.60,35670.00
BRONG AHAFO,TANO NORTH,2014,COCOYAM,1755.00,6.57,11530.35
BRONG AHAFO,TANO SOUTH,2014,COCOYAM,2532.00,6.45,16331.40
BRONG AHAFO,NKORANZA SOUTH,2014,COCOYAM,282.00,4.47,1260.00
BRONG AHAFO,NKORANZA NORTH,2014,COCOYAM,346.00,4.51,1560.00
BRONG AHAFO,TECHIMAN MUNICIPAL,2014,COCOYAM,1540.00,5.82,8960.00
BRONG AHAFO,ASUNAFO NORTH,2014,COCOYAM,4230.00,8.39,35480.00
BRONG AHAFO,ASUNAFO SOUTH,2014,COCOYAM,10520.00,7.51,78965.00
BRONG AHAFO,JAMAN NORTH,2014,COCOYAM,962.00,7.13,6859.00
BRONG AHAFO,JAMAN SOUTH,2014,COCOYAM,2780.00, -   , -   
BRONG AHAFO,KINTAMPO NORTH,2014,COCOYAM,221.00,5.14,1135.00
BRONG AHAFO,KINTAMPO SOUTH,2014,COCOYAM,372.00,6.03,2245.00
BRONG AHAFO, SUNYANI MUNICIPAL ,2014,PLANTAIN,2871.00,12.17,34950.00
BRONG AHAFO,SUNYANI WEST,2014,PLANTAIN,3581.00,12.00,42980.00
BRONG AHAFO,ASUTIFI,2014,PLANTAIN,18200.00,17.32,315250.00
BRONG AHAFO, WENCHI MUNICIPAL ,2014,PLANTAIN,1024.00,7.96,8150.00
BRONG AHAFO,DORMAA MUNICIPAL,2014,PLANTAIN,3104.00,10.85,33680.00
BRONG AHAFO,DORMAA EAST,2014,PLANTAIN,2051.00,9.60,19690.00
BRONG AHAFO,BEREKUM,2014,PLANTAIN,3695.00,10.34,38200.00
BRONG AHAFO,TANO NORTH,2014,PLANTAIN,4589.00,12.77,58600.00
BRONG AHAFO,TANO SOUTH,2014,PLANTAIN,4690.00,12.29,57650.00
BRONG AHAFO,NKORANZA SOUTH,2014,PLANTAIN,542.00,7.35,3985.00
BRONG AHAFO,NKORANZA NORTH,2014,PLANTAIN,4790.00,7.61,36430.00
BRONG AHAFO,TECHIMAN MUNICIPAL,2014,PLANTAIN,3844.00, -   , -   
BRONG AHAFO,ASUNAFO NORTH,2014,PLANTAIN,4120.00, -   , -   
BRONG AHAFO,ASUNAFO SOUTH,2014,PLANTAIN,13124.00,19.53,256350.00
BRONG AHAFO,JAMAN NORTH,2014,PLANTAIN,582.00,9.00,5240.00
BRONG AHAFO,JAMAN SOUTH,2014,PLANTAIN,1322.00,9.35,12365.00
BRONG AHAFO,KINTAMPO NORTH,2014,PLANTAIN,48.00,6.79,326.00
BRONG AHAFO,KINTAMPO SOUTH,2014,PLANTAIN,58.00,7.79,452.00
