REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT),TOTAL RAINFALL(MM),,
VOLTA,HOHOE MUNICIPAL,1/1/2014,MAIZE,"8,804.00",2.4,"21,129.60",1368,,
VOLTA,JASIKAN,1/1/2014,MAIZE,"2,650.00",2.4,"6,360.00",1368,,
VOLTA,BIAKOYE,1/1/2014,MAIZE,"2,548.00",2.4,"6,115.20",1368,,
VOLTA,KADJEBI,1/1/2014,MAIZE,"3,780.00",2.4,"9,072.00",1368,,
VOLTA,NKWANTA NORTH,1/1/2014,MAIZE,"3,600.00",1.3,"4,680.00",1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,MAIZE,"3,618.00",1.4,"5,065.20",1368,,
VOLTA,KRACHI WEST,1/1/2014,MAIZE,"2,810.00",1.41,"3,962.10",1368,,
VOLTA,KRACHI EAST,1/1/2014,MAIZE,"1,953.30",1.5,"2,929.95",1368,,
VOLTA,HO MUNICIPAL,1/1/2014,MAIZE,"3,162.00",1.6,"5,059.20",1368,,
VOLTA,ADAKLU ANYIGBE,1/1/2014,MAIZE,"2,618.00",1.91,"5,000.38",1368,,
VOLTA,NORTH TONGU,1/1/2014,RICE,"1,617.80",3.01,"4,875.36",1368,,
VOLTA,SOUTH TONGU (SOGAKOPE),1/1/2014,RICE,"2,007.79",4.29,"8,611.32",1368,,
VOLTA,KETU NORTH,1/1/2014,RICE,"6,704.55",6.1,"40,892.12",1368,,
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),1/1/2014,RICE,819.94,3.5,"2,867.31",1368,,
VOLTA,SOUTH DAYI,1/1/2014,RICE,622.31,2.28,"1,420.94",1368,,
VOLTA,HOHOE MUNICIPAL,1/1/2014,RICE,"9,309.43",3.82,"35,523.19",1368,,
VOLTA,JASIKAN,1/1/2014,RICE,"4,646.30",6.17,"28,673.06",1368,,
VOLTA,BIAKOYE,1/1/2014,RICE,"3,628.74",4.36,"15,824.76",1368,,
VOLTA,KADJEBI,1/1/2014,RICE,"3,574.08",4.03,"14,410.05",1368,,
VOLTA,NKWANTA NORTH,1/1/2014,RICE,"2,267.44",3.89,"8,815.41",1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,RICE,"2,543.90",3.97,"10,099.58",1368,,
VOLTA,KRACHI WEST,1/1/2014,RICE,"1,994.13",2.96,"5,906.91",1368,,
VOLTA,KRACHI EAST,1/1/2014,RICE,"1,938.41",3.66,"7,097.60",1368,,
VOLTA,HO MUNICIPAL,1/1/2014,RICE,662.26,3.26,"2,159.24",1368,,
VOLTA,ADAKLU ANYIGBE,1/1/2014,RICE,536.11,3.31,"1,775.52",1368,,
VOLTA,NORTH TONGU,1/1/2014,CASSAVA,"2,780.00",15.75,"43,785.00",1368,,
VOLTA,SOUTH TONGU (SOGAKOPE),1/1/2014,CASSAVA,"2,460.00",13.3,"32,718.00",1368,,
VOLTA,AKATSI,1/1/2014,CASSAVA,"3,010.00",15,"45,150.00",1368,,
VOLTA,KETA MUNICIPAL,1/1/2014,CASSAVA,"1,410.00",9.1,"12,831.00",1368,,
VOLTA,KETU NORTH,1/1/2014,CASSAVA,"8,130.00",15,"121,950.00",1368,,
VOLTA,KETU SOUTH,1/1/2014,CASSAVA,"2,600.00",13.9,"36,140.00",1368,,
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),1/1/2014,CASSAVA,"2,150.00",14.2,"30,530.00",1368,,
VOLTA,SOUTH DAYI,1/1/2014,CASSAVA,"1,553.00",15.3,"23,760.90",1368,,
VOLTA,HOHOE MUNICIPAL,1/1/2014,CASSAVA,"9,900.00",13.4,"132,660.00",1368,,
VOLTA,JASIKAN,1/1/2014,CASSAVA,"8,460.00",16.9,"142,974.00",1368,,
VOLTA,BIAKOYE,1/1/2014,CASSAVA,"7,288.00",16.8,"122,438.40",1368,,
VOLTA,KADJEBI,1/1/2014,CASSAVA,"4,700.00",15.7,"73,790.00",1368,,
VOLTA,NKWANTA NORTH,1/1/2014,CASSAVA,"1,520.00",18.8,"28,576.00",1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,CASSAVA,"1,881.00",18,"33,858.00",1368,,
VOLTA,KRACHI WEST,1/1/2014,CASSAVA,"11,860.00",17.6,"208,736.00",1368,,
VOLTA,KRACHI EAST,1/1/2014,CASSAVA,"9,820.00",16.8,"164,976.00",1368,,
VOLTA,HO MUNICIPAL,1/1/2014,CASSAVA,"4,700.00",15.5,"72,850.00",1368,,
VOLTA,ADAKLU ANYIGBE,1/1/2014,CASSAVA,"1,450.00",15.8,"22,910.00",1368,,
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),1/1/2014,YAM,"1,530.00",11.1,"16,983.00",1368,,
VOLTA,SOUTH DAYI,1/1/2014,YAM,70,11,770,1368,,
VOLTA,HOHOE MUNICIPAL,1/1/2014,YAM,"1,503.00",8.9,"13,376.70",1368,,
VOLTA,JASIKAN,1/1/2014,YAM,"1,124.00",13.5,"15,174.00",1368,,
VOLTA,BIAKOYE,1/1/2014,YAM,"1,055.00",12.3,"12,976.50",1368,,
VOLTA,KADJEBI,1/1/2014,YAM,"1,290.00",12.7,"16,383.00",1368,,
VOLTA,NKWANTA NORTH,1/1/2014,YAM,"5,012.00",19.6,"98,235.20",1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,YAM,"4,430.00",17.9,"79,297.00",1368,,
VOLTA,KRACHI WEST,1/1/2014,YAM,"5,900.00",16.7,"98,530.00",1368,,
VOLTA,KRACHI EAST,1/1/2014,YAM,"7,530.00",17.1,"128,763.00",1368,,
VOLTA,HO MUNICIPAL,1/1/2014,YAM,892,12.9,"11,506.80",1368,,
VOLTA,ADAKLU ANYIGBE,1/1/2014,YAM,255,10.25,"2,613.75",1368,,
VOLTA,NKWANTA NORTH,1/1/2014,SOYABEAN,310,1.2,372,1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,SOYABEAN,344,1.22,419.68,1368,,
VOLTA,KRACHI WEST,1/1/2014,SOYABEAN,"1,488.00",1.51,"2,246.88",1368,,
VOLTA,KRACHI EAST,1/1/2014,SOYABEAN,"1,243.00",1.43,"1,777.49",1368,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2014,MAIZE,655,1.05,687.75,1654,,
WESTERN,SHAMA ,1/1/2014,MAIZE,390,1.05,409.5,1654,,
WESTERN,AHANTA WEST,1/1/2014,MAIZE,"1,355.00",1.13,"1,531.15",1654,,
WESTERN,MPORHOR WASSA EAST,1/1/2014,MAIZE,"2,742.00",1.25,"3,427.50",1654,,
WESTERN,TARKWA NSUAEM,1/1/2014,MAIZE,"1,215.00",1.2,"1,458.00",1654,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2014,MAIZE,"1,297.00",1.2,"1,556.40",1654,,
WESTERN,NZEMA EAST,1/1/2014,MAIZE,"1,590.00",1.2,"1,908.00",1654,,
WESTERN,ELLEMBELE,1/1/2014,MAIZE,615,1.2,738,1654,,
WESTERN,JOMORO,1/1/2014,MAIZE,815,1.2,978,1654,,
WESTERN,AMENFI EAST,1/1/2014,MAIZE,"4,487.00",1.2,"5,384.40",1654,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2014,MAIZE,"4,785.00",1.2,"5,742.00",1654,,
WESTERN,AOWIN -SUAMAN,1/1/2014,MAIZE,"8,904.00",1.2,"10,684.80",1654,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2014,MAIZE,"4,740.00",1.2,"5,688.00",1654,,
WESTERN,SEFWI-WIAWSO,1/1/2014,MAIZE,"5,280.00",1.2,"6,336.00",1654,,
WESTERN,AKONTOMBRA,1/1/2014,MAIZE,"3,805.00",1.2,"4,566.00",1654,,
WESTERN,BIA,1/1/2014,MAIZE,"6,258.00",2.05,"12,828.90",1654,,
WESTERN,JUABESO,1/1/2014,MAIZE,"8,832.00",1.28,"11,260.80",1654,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2014,RICE,60.97,0.93,56.44,1654,,
WESTERN,SHAMA ,1/1/2014,RICE,126.14,1.13,142.72,1654,,
WESTERN,AHANTA WEST,1/1/2014,RICE,110.38, -   , -   ,1654,,
WESTERN,MPORHOR WASSA EAST,1/1/2014,RICE,194.47,1.16,225.02,1654,,
WESTERN,TARKWA NSUAEM,1/1/2014,RICE,"1,030.18",1.13,"1,165.52",1654,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2014,RICE,"1,250.93",1.18,"1,479.60",1654,,
WESTERN,NZEMA EAST,1/1/2014,RICE,367.92,1.2,442.75,1654,,
WESTERN,ELLEMBELE,1/1/2014,RICE,861.98,1.13,975.23,1654,,
WESTERN,JOMORO,1/1/2014,RICE,"1,177.34",1.19,"1,404.68",1654,,
WESTERN,AMENFI EAST,1/1/2014,RICE,"1,318.20",1.18,"1,559.18",1654,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2014,RICE,"2,179.14",1.13,"2,465.43",1654,,
WESTERN,AOWIN -SUAMAN,1/1/2014,RICE,"2,595.41",1.29,"3,336.81",1654,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2014,RICE,"1,914.24",1.23,"2,362.61",1654,,
WESTERN,SEFWI-WIAWSO,1/1/2014,RICE,"3,376.45",1.34,"4,514.60",1654,,
WESTERN,AKONTOMBRA,1/1/2014,RICE,"1,363.41",1.23,"1,682.76",1654,,
WESTERN,BIA,1/1/2014,RICE,"3,421.66",1.23,"4,223.11",1654,,
WESTERN,JUABESO,1/1/2014,RICE,"4,565.36",1.54,"7,043.39",1654,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2014,CASSAVA,"1,750.00",10.01,"17,517.50",1654,,
WESTERN,SHAMA ,1/1/2014,CASSAVA,"1,551.00",13.2,"20,473.20",1654,,
WESTERN,AHANTA WEST,1/1/2014,CASSAVA,"4,250.00",11.71,"49,767.50",1654,,
WESTERN,MPORHOR WASSA EAST,1/1/2014,CASSAVA,"6,880.00",12.47,"85,793.60",1654,,
WESTERN,TARKWA NSUAEM,1/1/2014,CASSAVA,"3,955.00",9.31,"36,821.05",1654,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2014,CASSAVA,"2,344.00",12.28,"28,784.32",1654,,
WESTERN,NZEMA EAST,1/1/2014,CASSAVA,"5,946.00",11.2,"66,595.20",1654,,
WESTERN,ELLEMBELE,1/1/2014,CASSAVA,"3,250.00",10.31,"33,507.50",1654,,
WESTERN,JOMORO,1/1/2014,CASSAVA,"4,843.00",11.92,"57,728.56",1654,,
WESTERN,AMENFI EAST,1/1/2014,CASSAVA,"5,320.00",10.8,"57,456.00",1654,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2014,CASSAVA,"4,520.00",11.14,"50,330.20",1654,,
WESTERN,AOWIN -SUAMAN,1/1/2014,CASSAVA,"13,705.00",10.3,"141,161.50",1654,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2014,CASSAVA,"7,511.00",12.7,"95,389.70",1654,,
WESTERN,SEFWI-WIAWSO,1/1/2014,CASSAVA,"5,745.00",13.34,"76,638.30",1654,,
WESTERN,AKONTOMBRA,1/1/2014,CASSAVA,"4,250.00",9.49,"40,332.50",1654,,
WESTERN,BIA,1/1/2014,CASSAVA,"3,024.00",9.19,"27,790.56",1654,,
WESTERN,JUABESO,1/1/2014,CASSAVA,"7,320.00",11.79,"86,266.20",1654,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2014,YAM,30,4.77,143.1,1654,,
WESTERN,SHAMA ,1/1/2014,YAM,43,3.78,162.54,1654,,
WESTERN,AHANTA WEST,1/1/2014,YAM,25,4.64,116,1654,,
WESTERN,MPORHOR WASSA EAST,1/1/2014,YAM,260,4.21,"1,094.60",1654,,
WESTERN,TARKWA NSUAEM,1/1/2014,YAM,185,5.9,"1,091.50",1654,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2014,YAM,112,5.87,657.44,1654,,
WESTERN,NZEMA EAST,1/1/2014,YAM,36,4.69,168.84,1654,,
WESTERN,ELLEMBELE,1/1/2014,YAM,27,3.9,105.3,1654,,
WESTERN,JOMORO,1/1/2014,YAM,20,4.79,95.82,1654,,
WESTERN,AMENFI EAST,1/1/2014,YAM,540,7.4,"3,996.00",1654,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2014,YAM,716,5.66,"4,053.28",1654,,
WESTERN,AOWIN -SUAMAN,1/1/2014,YAM,"1,050.00",6.47,"6,788.25",1654,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2014,YAM,"2,710.00",7.85,"21,259.95",1654,,
WESTERN,SEFWI-WIAWSO,1/1/2014,YAM,"1,749.00",8.92,"15,608.08",1654,,
WESTERN,AKONTOMBRA,1/1/2014,YAM,"1,344.00",7.5,"10,080.00",1654,,
WESTERN,BIA,1/1/2014,YAM,"1,747.00",6.52,"11,381.71",1654,,
WESTERN,JUABESO,1/1/2014,YAM,"1,886.00",9.61,"18,124.46",1654,,
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),1/1/2014,COCOYAM,"1,213.00",7.3,"8,854.90",1381,,
ASHANTI,BOSOME FREHO,1/1/2014,COCOYAM,"1,462.00",5.7,"8,333.40",1381,,
ASHANTI,AMANSIE CENTRAL,1/1/2014,COCOYAM,"1,391.00",6.3,"8,763.30",1381,,
ASHANTI,AMANSIE WEST,1/1/2014,COCOYAM,"1,221.00",7.3,"8,913.30",1381,,
ASHANTI,EJURA SEKYEREDUMASE,1/1/2014,COCOYAM,30,4.4,132,1381,,
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,1/1/2014,COCOYAM,794,5.9,"4,684.60",1381,,
ASHANTI,SEKYERE CENTRAL,1/1/2014,COCOYAM,"1,284.00",6.3,"8,089.20",1381,,
ASHANTI,SEKYERE EAST,1/1/2014,COCOYAM,567,6.2,"3,515.40",1381,,
ASHANTI,SEKYERE AFRAM PLAINS,1/1/2014,COCOYAM,"1,362.00",5.8,"7,899.60",1381,,
ASHANTI,SEKYERE SOUTH,1/1/2014,COCOYAM,"2,187.00",6.2,"13,559.40",1381,,
ASHANTI,AFIGYA KWABRE,1/1/2014,COCOYAM,"2,361.00",6.2,"14,638.20",1381,,
ASHANTI,AHAFO ANO NORTH,1/1/2014,COCOYAM,"6,338.00",5.8,"36,760.40",1381,,
ASHANTI,AHAFO ANO SOUTH,1/1/2014,COCOYAM,"9,418.00",6.4,"60,275.20",1381,,
ASHANTI,ATWIMA MPONUA,1/1/2014,COCOYAM,"6,351.00",5.4,"34,295.40",1381,,
ASHANTI,ATWIMA NWABIAGYA,1/1/2014,COCOYAM,"5,100.00",4.9,"24,990.00",1381,,
ASHANTI,EJUSU JUABEN,1/1/2014,COCOYAM,"2,300.00",5.3,"12,190.00",1381,,
ASHANTI,BOSUMTWE,1/1/2014,COCOYAM,441,5.77,"2,544.57",1381,,
ASHANTI,ATWIMA KWANWOMA,1/1/2014,COCOYAM,543,5.77,"3,133.11",1381,,
ASHANTI,KWABRE EAST,1/1/2014,COCOYAM,"1,701.00",7,"11,907.00",1381,,
ASHANTI,OFFINSO,1/1/2014,COCOYAM,861,7,"6,027.00",1381,,
ASHANTI,OFFINSO NORTH,1/1/2014,COCOYAM,911,4.3,"3,917.30",1381,,
ASHANTI,ADANSI NORTH,1/1/2014,COCOYAM,"1,000.00",5.7,"5,700.00",1381,,
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),1/1/2014,COCOYAM,421,4.8,"2,020.80",1381,,
ASHANTI,ADANSI  SOUTH,1/1/2014,COCOYAM,"2,218.00",6.5,"14,417.00",1381,,
ASHANTI,ASANTE AKIM NORTH,1/1/2014,COCOYAM,"1,116.00",6.7,"7,477.20",1381,,
ASHANTI,ASANTE AKIM SOUTH,1/1/2014,COCOYAM,"7,891.00",5.2,"41,033.20",1381,,
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,1/1/2014,COCOYAM,7.2,4.5,32.4,1381,,
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),1/1/2014,PLANTAIN,"3,611.00",10.9,"39,359.90",1381,,
ASHANTI,BOSOME FREHO,1/1/2014,PLANTAIN,"4,660.00",11.5,"53,590.00",1381,,
ASHANTI,AMANSIE CENTRAL,1/1/2014,PLANTAIN,"4,972.00",10.5,"52,206.00",1381,,
ASHANTI,AMANSIE WEST,1/1/2014,PLANTAIN,"3,500.00",11,"38,500.00",1381,,
ASHANTI,EJURA SEKYEREDUMASE,1/1/2014,PLANTAIN,910,10.5,"9,555.00",1381,,
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,1/1/2014,PLANTAIN,"1,600.00",11,"17,600.00",1381,,
ASHANTI,SEKYERE CENTRAL,1/1/2014,PLANTAIN,"2,712.00",12,"32,544.00",1381,,
ASHANTI,SEKYERE EAST,1/1/2014,PLANTAIN,"1,302.00",12,"15,624.00",1381,,
ASHANTI,SEKYERE AFRAM PLAINS,1/1/2014,PLANTAIN,"1,500.00",11.9,"17,850.00",1381,,
ASHANTI,SEKYERE SOUTH,1/1/2014,PLANTAIN,"2,505.00",11,"27,555.00",1381,,
ASHANTI,AFIGYA KWABRE,1/1/2014,PLANTAIN,"2,401.00",10.5,"25,210.50",1381,,
ASHANTI,AHAFO ANO NORTH,1/1/2014,PLANTAIN,"7,411.00",12.5,"92,637.50",1381,,
ASHANTI,AHAFO ANO SOUTH,1/1/2014,PLANTAIN,"8,101.00",12,"97,212.00",1381,,
ASHANTI,ATWIMA MPONUA,1/1/2014,PLANTAIN,"8,567.00",11,"94,237.00",1381,,
ASHANTI,ATWIMA NWABIAGYA,1/1/2014,PLANTAIN,"4,747.00",11,"52,217.00",1381,,
ASHANTI,EJUSU JUABEN,1/1/2014,PLANTAIN,"3,471.00",11,"38,181.00",1381,,
ASHANTI,BOSUMTWE,1/1/2014,PLANTAIN,"1,901.00",11,"20,911.00",1381,,
ASHANTI,ATWIMA KWANWOMA,1/1/2014,PLANTAIN,"1,304.00",11,"14,344.00",1381,,
ASHANTI,KWABRE EAST,1/1/2014,PLANTAIN,"1,601.00",11,"17,611.00",1381,,
ASHANTI,OFFINSO,1/1/2014,PLANTAIN,"2,401.00",12,"28,812.00",1381,,
ASHANTI,OFFINSO NORTH,1/1/2014,PLANTAIN,"4,501.00",12.5,"56,262.50",1381,,
ASHANTI,ADANSI NORTH,1/1/2014,PLANTAIN,"4,484.00",12,"53,808.00",1381,,
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),1/1/2014,PLANTAIN,930,11,"10,230.00",1381,,
ASHANTI,ADANSI  SOUTH,1/1/2014,PLANTAIN,"3,000.00",11,"33,000.00",1381,,
ASHANTI,ASANTE AKIM NORTH,1/1/2014,PLANTAIN,"10,601.00",12.5,"132,512.50",1381,,
ASHANTI,ASANTE AKIM SOUTH,1/1/2014,PLANTAIN,"7,751.00",12.8,"99,212.80",1381,,
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,1/1/2014,PLANTAIN,911,11,"10,021.00",1381,,
ASHANTI,EJURA SEKYEREDUMASE,1/1/2014,GROUNDNUT,"4,779.00",1.7,"8,124.30",1381,,
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,1/1/2014,GROUNDNUT,395,1.8,711,1381,,
ASHANTI,SEKYERE CENTRAL,1/1/2014,GROUNDNUT,232,1.4,324.8,1381,,
ASHANTI,SEKYERE EAST,1/1/2014,GROUNDNUT,78,1.3,101.4,1381,,
ASHANTI,SEKYERE AFRAM PLAINS,1/1/2014,GROUNDNUT,77,1.3,100.1,1381,,
ASHANTI,SEKYERE SOUTH,1/1/2014,GROUNDNUT,42,1.6,67.2,1381,,
ASHANTI,AFIGYA KWABRE,1/1/2014,GROUNDNUT,24,1.6,38.4,1381,,
ASHANTI,OFFINSO NORTH,1/1/2014,GROUNDNUT,615,1.6,984,1381,,
ASHANTI,EJURA SEKYEREDUMASE,1/1/2014,COWPEA,"6,831.00",0.56,"3,825.36",1381,,
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,1/1/2014,COWPEA,654,1,654,1381,,
ASHANTI,SEKYERE CENTRAL,1/1/2014,COWPEA,427,1,427,1381,,
ASHANTI,SEKYERE EAST,1/1/2014,COWPEA,21,1,21,1381,,
ASHANTI,SEKYERE AFRAM PLAINS,1/1/2014,COWPEA,92,1,92,1381,,
ASHANTI,SEKYERE SOUTH,1/1/2014,COWPEA,52, -   , -   ,1381,,
ASHANTI,AFIGYA KWABRE,1/1/2014,COWPEA,41, -   , -   ,1381,,
ASHANTI,ATWIMA NWABIAGYA,1/1/2014,COWPEA,33,1,33,1381,,
ASHANTI,BOSUMTWE,1/1/2014,COWPEA,78,0.3,23.4,1381,,
ASHANTI,OFFINSO,1/1/2014,COWPEA,230,0.7,161,1381,,
ASHANTI,OFFINSO NORTH,1/1/2014,COWPEA,340,1,340,1381,,
ASHANTI,ASANTE AKIM NORTH,1/1/2014,COWPEA,71,1,71,1381,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2014,SORGHUM,113,1.28,145,1239,,
BRONG AHAFO,NKORANZA SOUTH,1/1/2014,SORGHUM,45.02,1.07,48,1239,,
BRONG AHAFO,NKORANZA NORTH,1/1/2014,SORGHUM,53.01,1.08,57,1239,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2014,SORGHUM,172.05,1.14,196,1239,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2014,SORGHUM,136,1.89,257,1239,,
BRONG AHAFO,TAIN,1/1/2014,SORGHUM,153,1.24,190,1239,,
BRONG AHAFO, SUNYANI MUNICIPAL ,1/1/2014,COCOYAM,680,4.35,"2,960.00",1239,,
BRONG AHAFO,SUNYANI WEST,1/1/2014,COCOYAM,"1,013.00",4.31,"4,365.00",1239,,
BRONG AHAFO,ASUTIFI,1/1/2014,COCOYAM,"14,354.00",7.68,"110,300.00",1239,,
BRONG AHAFO,DORMAA MUNICIPAL,1/1/2014,COCOYAM,"3,070.00",6.01,"18,450.00",1239,,
BRONG AHAFO,DORMAA EAST,1/1/2014,COCOYAM,"1,594.00",4.1,"6,532.00",1239,,
BRONG AHAFO,BEREKUM,1/1/2014,COCOYAM,"4,692.00",7.6,"35,670.00",1239,,
BRONG AHAFO,TANO NORTH,1/1/2014,COCOYAM,"1,755.00",6.57,"11,530.35",1239,,
BRONG AHAFO,TANO SOUTH,1/1/2014,COCOYAM,"2,532.00",6.45,"16,331.40",1239,,
BRONG AHAFO,NKORANZA SOUTH,1/1/2014,COCOYAM,282,4.47,"1,260.00",1239,,
BRONG AHAFO,NKORANZA NORTH,1/1/2014,COCOYAM,346,4.51,"1,560.00",1239,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2014,COCOYAM,"1,540.00",5.82,"8,960.00",1239,,
BRONG AHAFO,ASUNAFO NORTH,1/1/2014,COCOYAM,"4,230.00",8.39,"35,480.00",1239,,
BRONG AHAFO,ASUNAFO SOUTH,1/1/2014,COCOYAM,"10,520.00",7.51,"78,965.00",1239,,
BRONG AHAFO,JAMAN NORTH,1/1/2014,COCOYAM,962,7.13,"6,859.00",1239,,
BRONG AHAFO,JAMAN SOUTH,1/1/2014,COCOYAM,"2,780.00", -   , -   ,1239,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2014,COCOYAM,221,5.14,"1,135.00",1239,,
BRONG AHAFO,KINTAMPO SOUTH,1/1/2014,COCOYAM,372,6.03,"2,245.00",1239,,
BRONG AHAFO, SUNYANI MUNICIPAL ,1/1/2014,PLANTAIN,"2,871.00",12.17,"34,950.00",1239,,
BRONG AHAFO,SUNYANI WEST,1/1/2014,PLANTAIN,"3,581.00",12,"42,980.00",1239,,
BRONG AHAFO,ASUTIFI,1/1/2014,PLANTAIN,"18,200.00",17.32,"315,250.00",1239,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2014,PLANTAIN,"1,024.00",7.96,"8,150.00",1239,,
BRONG AHAFO,DORMAA MUNICIPAL,1/1/2014,PLANTAIN,"3,104.00",10.85,"33,680.00",1239,,
BRONG AHAFO,DORMAA EAST,1/1/2014,PLANTAIN,"2,051.00",9.6,"19,690.00",1239,,
BRONG AHAFO,BEREKUM,1/1/2014,PLANTAIN,"3,695.00",10.34,"38,200.00",1239,,
BRONG AHAFO,TANO NORTH,1/1/2014,PLANTAIN,"4,589.00",12.77,"58,600.00",1239,,
BRONG AHAFO,TANO SOUTH,1/1/2014,PLANTAIN,"4,690.00",12.29,"57,650.00",1239,,
BRONG AHAFO,NKORANZA SOUTH,1/1/2014,PLANTAIN,542,7.35,"3,985.00",1239,,
BRONG AHAFO,NKORANZA NORTH,1/1/2014,PLANTAIN,"4,790.00",7.61,"36,430.00",1239,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2014,PLANTAIN,"3,844.00", -   , -   ,1239,,
BRONG AHAFO,ASUNAFO NORTH,1/1/2014,PLANTAIN,"4,120.00", -   , -   ,1239,,
BRONG AHAFO,ASUNAFO SOUTH,1/1/2014,PLANTAIN,"13,124.00",19.53,"256,350.00",1239,,
BRONG AHAFO,JAMAN NORTH,1/1/2014,PLANTAIN,582,9,"5,240.00",1239,,
BRONG AHAFO,JAMAN SOUTH,1/1/2014,PLANTAIN,"1,322.00",9.35,"12,365.00",1239,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2014,PLANTAIN,48,6.79,326,1239,,
BRONG AHAFO,KINTAMPO SOUTH,1/1/2014,PLANTAIN,58,7.79,452,1239,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2014,PLANTAIN,11.52,0.95,11,1239,,
BRONG AHAFO,TAIN,1/1/2014,PLANTAIN,61,6.02,367,1239,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2014,GROUNDNUT,821,0.8,660,1239,,
BRONG AHAFO,SENE,1/1/2014,GROUNDNUT,"3,105.00",1.1,"3,420.00",1239,,
BRONG AHAFO,NKORANZA SOUTH,1/1/2014,GROUNDNUT,"2,215.00",0.9,"1,990.00",1239,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2014,GROUNDNUT,230,0.96,221,1239,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2014,GROUNDNUT,"2,800.00",1.39,"3,895.00",1239,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2014,GROUNDNUT,"1,680.00",1.54,"2,587.20",1239,,
BRONG AHAFO,PRU,1/1/2014,GROUNDNUT,"2,415.00",1.38,"3,342.00",1239,,
BRONG AHAFO,TAIN,1/1/2014,GROUNDNUT,643,1.22,786,1239,,
BRONG AHAFO, WENCHI MUNICIPAL ,1/1/2014,COWPEA,"2,434.00",0.85,"2,065.00",1239,,
BRONG AHAFO,NKORANZA SOUTH,1/1/2014,COWPEA,"2,921.00",0.91,"2,654.00",1239,,
BRONG AHAFO,TECHIMAN MUNICIPAL,1/1/2014,COWPEA,735,1.19,872,1239,,
BRONG AHAFO,KINTAMPO NORTH,1/1/2014,COWPEA,895,1.29,"1,156.00",1239,,
BRONG AHAFO,ATEBUBU -AMANTIN,1/1/2014,COWPEA,508,1.29,654,1239,,
BRONG AHAFO,TAIN,1/1/2014,COWPEA,482,1.23,592,1239,,
CENTRAL,UPPER DENKYIRA EAST,1/1/2014,COCOYAM,"1,559.00",5.61,"8,745.99",1447,,
CENTRAL,UPPER DENKYIRA WEST,1/1/2014,COCOYAM,"3,310.00",5.1,"16,881.00",1447,,
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1/1/2014,COCOYAM,629,3.42,"2,151.18",1447,,
CENTRAL,ASSIN SOUTH,1/1/2014,COCOYAM,798,4,"3,192.00",1447,,
